filename,gt,crnn_pred,tess_pred
05049,ខោរ,ខោរ,ខោរ
05050,ស.តទី១០នៃ,ស.តទី១០នៃ,ត.ភទី១៨៧ន
05051,សម្បុរ,សម្បរ,សមរ
05052,ហិរោត្តប្បៈ,ហិរោត្តប្បៈ,ហិពាគ្ថហ្ម.“
05053,ការគោរពយកមតិរាស្ត្រ,ការគោរពយកមតិរាស្ត,អារគារសយក=និរាស្រ្រ
05054,បង្វឹក,បង្វឹក,បដ្អឹក
05055,វាទជួយ,វាទជួយ,ទាទជួយ
05056,សញ្ជាតិខ្មែរពីកំណើត,សញ្ជាតិខ្មែរពីកំណើត,សញ្ជាតិខ្មែរពីកំណើត
05057,មឹត,មឹត,មឹក
05058,ល្បាប់)និងសំនប៉ា,ល្បាប់)និងសំនប៉ា,ល្លាហ់)និន៍ស័នជ៉ា
05059,ឡើង ពី ភាគ ល្អិត នៃ,ឡើង ពី ភាគ ល្អិត នៃ,្វើបពិតាក យិត
05060,ធម្មជាតិ លើ ពិភពលោក ដូចជា,ធម្មជាតិ លើ ពិភពលោក ដូចជា,ៗឬជាតិ (ពិ ពិត0(លាក ដូចជា
05061,រហិតរហៃ,រហិតរហៃ,9ហឹត9ហៃ
05062,  និង ជា មនុស្ស ដែល លះបង់ ប្រយោជន៍ ខ្លួន ឯង, នំង ទុ្សដែលជប្រយរៅ៍ ល្លវង,_និងជាមនុស្ស ដែល លះបង់ ប្រយោជន៍ ខ្លួន ឯង.
05063,ដំណាំកសិកម្មបានផល,ដំណាំកសិកម្មបានផល,ខំយ៌ាកយិកម្មបានជល
05064,រុងរឿង ។,រុងរឿង ។,រ្ទុដ៏ញ្ជឺធ
05065,កសាងទំនាក់ទំនង,កសាងទំនាក់ទំនង,កសាងទំនាក់ទំនង
05066,វិច្ឆន្ទគ្រឹះ,វិច្ចន្ទគ្រឹះ,ទច្ចនគ្រីវ
05067,ទៅ នឹង សេរីភាព,ទៅ នឹង សេរីភាព,ទៅ នឹង សេរកា@
05068,ពាក់កណ្ដាល,ពាក់កណ្ដាល,៣ក់កញ្ហាល
05069,ធំ,ធំ,ចំ
05070,មេថុន,មេថុន,បេថុន
05071,មាន មូលដ្ឋានគ្រឹះ ភាសា,មាន មូលដ្ឋានគ្រឹះ ភាសា,មាន ខ្ចុលន្លានត្រឹ៖ ភាសា
05072,អំបែងថ្ងៃ,អំបែង​ថ្ងៃ,អវប២នាផ្ជ
05073,កុសលកម្ម,កុសលកម្ម,កុសលកម្ម
05074,ព្នងខ្លែង,ព្នង​ខ្លែង,ព្នងខ្លែង
05075,សិប្បិកៈ,សិប្បិកៈ,សិបិកៈ
05076,មានការប៉ិនប្រសប់អប់រំឱ្យ,មានការបិនប្រសប់អបរំឱ្យ,មាន ការប៊ិនប្រលប័រ»បរំខ្យ
05077,អ្វីខ្លះ,អ្វីខ្លះ,អ្វីខ្លះ
05078,ចែត,ចែត,ចត
05079,បំរាម   សញ្ញា បញ្ជា   សញ្ញា ប្រាប់ សិទ្ធិ អាទិភាព  សញ្ញា ដាក់ បន្ថែម ពីក្រោម   សញ្ញា, ក្ ្ក្ក ្កង ្ ្ើ ,"សញ្ញីបញ្ហា សញ្ញា ព្រាប់:សិទ្ធិ អាទិភាព, សញ្ញា ជាក់ បន្ថែម ឥម"
05080,អ្វី ខ្លះ ? ធុន ធ្ងន់ ?,អ្វី ខ្លះ ? ធុន ធ្ងន់ ?,ភ៊ី8+ 2 អុន អ្ងន៍ 7
05081,អាំងឡូ,អាំងឡូ,រាាំងឡ
05082,ចូល ទៅកាន់ ប្រទេស,ចូល ទៅកាន់ ប្រទេស,ចូល (ទាកាន់ ប្រម
05083,ទូលំទូលាយ នៃ,ទូលំទូលាយ នៃ,ទ្ទូ/បំទូលាយ 3&
05084,គឺវិស័យសំណង់វិស័យមេកានិច,គឺវិសំយសំណង់វុស័យមោកានិច,គរំស័យស័ណន៏រំស័យមេកានិច
05085,អ្នករៀនដែល,អ្នករៀនដែល,្នក()8ខែល
05086,វិញនៅថ្ងៃខែឆ្នាំណា?,វិញនៅថ្ងៃខែឆ្នាំណា?,ទិញ(2ថ្ងៃ(ខឆ្នាំយ#
05087,គូសថ្ម។បញ្ញារបស់មនុស្ស,គូសថ្ម។បញ្ញារបស់មនុស្ស,អូសថ្ន ។បញ្ញារបស់មនុស្ស
05088,មិនអីទេ,មិនអីទេ,មិនអីទេ
05089,អំពី អត្តសញ្ញា របស់,អំពី អត្តសញ្ញា របស់,អំពី អត្តសញ្ញា របស់
05090,អោយ គេ ធ្វើ,អោយ គេ ធ្វើ,រោយ គេ ម្វើ
05091,សង្គមឬឧត្តមគតិ,សង្គមឬឧត្តមគតិ,សង្លំមឬខ្រត្ថាមគតិ
05092,ក្រជឹបក្រជួច,ក្រជឹបក្រជួច,ត្រលឹបគ្រួច›
05093,ព្រះពុទ្ធ សាសនា,ព្រះពុទ្ធ សាសនា,ព្រះពុទ្ធ សាសនា
05094,ប្រើប្រាស់មានដាក់ពុទ្ធ,ប្រើប្រាស់មានដាក់ពុទ្ធ,(ច្រប្រាស់=ានដាក់០ុទ្ធ
05095,ជ្រងំ,ជ្រងំ,ន្រ
05096,អាយុក៏សឹងមាន។,អាយុក៏សឹងមាន។,<ាយុក៏សិបមាន7
05097,? តំលៃ   គឺជា លក្ខណៈ នៃ,? តំល   គឺជា លក្ខណៈ នៃ,តំលៃ គឺជាលក្ខណៈន្នៃ
05098,អ្នកគ្រប់គ្រង ទៅជា អ្នក ផ្តល់ សេវា គួរ ជាទីគោរព និង មាន ភាពត្រឹមត្រូវ ក្នុង ការបំរើ   និង,កូវខ្នះអតងនចុអ្ភូក់ំ,អ្នកគ្រប់គ្រង ទៅជា អ្នក ផ្តល់ សេវា គួរ ជាទីគោរព និង មាន ភាពត្រឹមត្រូវ ក្នុង ការបំរើ និង
05099,ព័ន្ធធ្លុង,ពីន្ធធ្លុង,សន្ធង្ជយ
05100,ជីវិតដែល,ជីវិតដែល,ជីវិភនៃល
05101,តើរបាំគ្រុដគេ,តើរបាំគ្រុដគេ,គើរយហាគ្រាុនគ
05102,ឆាយាបថ,ឆាយាបថ,ឆាយា២ថ
05103,លេង កម្សាន្ត ក្នុង,លេង កម្សាន្ត ក្នុង,លេន កយ្សាន្ត ក្នុង
05104,។ ការចិញ្ចឹម សត្វ នៅ ប្រទេស កម្ព,។ កាចិច្ចឹម សត្វ នៅ ប្រទេស កម្ក,។ ការចិញ្ចឹម សត្វ នៅ ប្រទេស កម្ព
05105,ចូក,ចូក,ចូក
05106,មន្ទរ ក្នុង ពេល ទេវ   និង អសុរៈ   កូរ សមុទ្រ ទឹកដោះ យក ទឹក អម្រឹត,ម្ត្ ជ នម នខធ្ចំងា កំចំ,មន្ទរ ក្នុង ពេល ទេវ និង អសុរៈ កូរ សមុទ្រ ទឹកដោះ យក ទឹក អម្រឹត
05107,មានប្រវែងប៉ុន្មាន,មានប្រវែងប៉ុន្មាន,សានប្រនែលបុំន្មាន
05108,។សិទ្ធិនេះត្រូវបានការពារឬ,។សិទ្ធិនេត្រូវបានការពារឬ,។សិទ្ធិនេះត្រូវបានការពារឬ
05109,ច្រមុះ,ច្រមុះ,ច្រូងុះ
05110,?ដើម្បីអ្វី,?ដើម្បីអ្វី,នម
05111,ព្រៃឈើគ្មានបច្ចេកទេស,ព្រៃលើគ្មានបច្ចេកទេស,ព័ពាឈើគ្នា នបច្ចេកនេស
05112,រាបសារការឲ្យតម្លៃទៅ,រាបសារការឲ្យតម្លៃទៅ,រាបសារគារឲ/ វា
05113,  ហើយ នឹង ទាក់ទង លើ,  ហើយ នឹង ទាក់ទង លើ,_ហើយ នឹង ទាក់ទង លើ
05114,នៃ ស្ថាប័ន យុទ្ធសាស្ត្រ,នៃ ស្ថាប័ន យុទ្ធសាស្ត្ដ,3 យ្ថាបន យុទ្ធសាស្ត្រ
05115,ដែល គេ,ដែល គេ,ដែលកេ
05116,ការអប់រំ(គ្រូដើរតាមក្រម)។,ការអប់រក្រដើរតាមក្រម)។,កា8%បរ៍(គ្រ(ខី9តាសក្រប)
05117,បច្ចុប្បន្ន ពាក្យ   “ វម៌្ម   “ ជា ភាសា,ច្ច្ន្ពាក្   ម្ម ា ា,បច្ចប៊ន្ន 5 រម្ម ជា ភាស
05118,ជាមិត្តទាំង៩ក្នុង,ជាមិត្តទាំង៩ក្នុង,ជាមិត្តទាំង៩ក្នុង
05119,ស្គរ ភ្លេង មង្គល   ( ភ្លេង ខ្មែរ,ស្អរ ភ្លង មង្ល  (ភ្ង ខ្លៃ,ភ្លេង មង្គល..:(:ភ្លេង ដ្ឋ
05120,ប្រើប្រាស់ ជា លើ ដំបូង ដោយ អ្នក អាតែ ន,ប្ើប្រា់ដាលើរបង ដាយ ផ្នា ាំន,ប្រើប្រាស់ ជា លើ ដំបូង ដោយ អ្នក អាតែន
05121,ក្នុង ជីវភាព រស់ នៅ ?,ក្នុង ជីវភាព រស់ នៅ ?,ក្នុង ជីវភាព រស់ នៅ?
05122,ពរ,ពរ,រ
05123,បាន ល្អ   តើ ត្រូវ ទូក ដាក់ សំរាម យ៉ាងដូចម្តេច ?,អទ្  គី ច្ច្ សរ យ្បង្ថ្ត,បានល្អ តើ:ត្រូវ ទូក:ដាក់.សំរាម យ៉ាងដូចម្តេឋ 7?
05124,ខ្លះ ឆ្វៀត ឱកាស,ខ្លះ ឆ្វៀត ឱកាស,នះ ឆ្លៀត ខុិកាល
05125,សត្វ ក្នុង ពុទ្ធសាសនា,សត្វ ក្នុង ពុទ្ធសាសនា,សភ្វ ក្នុង ពុទ្ធសាសនា
05126,ខេត្តបាត់ដំបងខេត្ត,ខេត្តបាត់ដំបងខេត្ត,ខេត្តបាត៍នាំបន៍ខេត្ថ
05127,ជា ការកសាង ធនធាន មនុស្ស ដែល ទាមទារ គំនិត អប់រំ បួន,។ កេរអេម្ស្យងដោអធ់ំ់ំខូ,ជា ការកសាង ធនធាន មនុស្ស ដែល ទាមទារ គំនិត អប់រំ បួន
05128,ដួងជ័រព្នៅ,ជួងជ័រព្នៅ,ជួងជ័រញ្ញៅ
05129,ចូរ បង្ហាញ ពី ការអនុវត្ត នៅក្នុង សង្គម   និង ព្រំដែន របស់ វា ?,ទ្ញ្ញ្កេ្កគនុ អេ ស នើងះ,ចូរ បង្ហាញ ពី ការអនុវត្ត នៅក្នុង សង្គម និង ព្រំដែន របស់ វា #
05130,រំហូរ,រំហូរ,រំហូរ
05131,ទេសចរណ៍,ទេសចរណ៍,ខទេសរមរណ៍៏
05132,ប្រវត្តិ​ហេតុ,ប្រវត្តិហេតុ,ប្រន#គ្គិពហតុ
05133,រសក,រសក,រសក
05134,ទៅ ទីផ្សារ,ទៅ ទីផ្សារ,(ទា ទិន្យា2
05135,ឆ្នាំ ១៩៩៧ ។ តើ អ្វី,ឆ្នាំ ១៩៩៧។ តើ អ្វី,ឆ្នាំ ១៤40 % តើអ្វី
05136,ស្រុក១០០ឃុំនិង៨៧៥ភូមិ,ស្រុក១០០ឃុំនិង៨៧៥ភូមិ,ត្រ្រុក១០០ឃុំនិន៨៧៥ ភូមិ
05137,លលាដ,លលាដ,លលាដ
05138,អាច ធ្វើឱ្យ មនុស្ស ចាប់ចិត្ត   ចាប់អារម្មណ៍ រំភើប ញាប់ញ័រ,ទ្ល ួនេកុ បក្ ំន ក្ណំ,3 ធ្វើឱ្យ មនុស្ស ចាប់ចិត្ត: ចាប់អារម្មណ៍ រំភើប ញាប់ញ័
05139,ឪម៉ាល់,ឪម៉ាល់,ថ្មុយ៉ាល់
05140,ពី សេចក្ដីសុខ,ពី សេចក្ដីសុខ,កិសេចកិសុខ
05141,មេឃុំ,មេឃុំ,ឃុំ
05142,ពន្យល់ពាក្យសិទ្ធិ,ពន្យល់ពាក្យសិទ្ធិ,ន្យល់ពាក្យស័ទ្ធំ
05143,។   សូម អរគុណ ! តើ,។   សូួម អរគុណ ! កើ,អ សូម អ្នរគុ ណ ! គើ
05144,។លោកដេកាតនិងវ៉ុលទែរ:,។លោកដេកាតនិង៉ុលទែរៈ,7(លាក(ៗកាតនំបខ្ញុំ៧(92-
05145,  មាន នៅ ទីណា ? ដំនាំ ឧស្សាហកម្ម សំខាន់ ៗ មាន,១ន នៅវិា នើ់៖អសាម្មង៉ែៈ១មទ,មាន នៅ ទីណា? ដំនាំ ឧស្សាហកម្ម សំខាន់ៗ មាន
05146,សិលា   ហើយ ក កើត,សិលា   ហើយ ក កើត,សិលា ហើយ ក កើត
05147,ឧត្ដរមានជ័យ,ឧត្តរមានជ័យ,ខត្ត9ឋានជ័យ
05148,១. ថ្ងៃអាទិត្យ ពណ៌,១. ថ្ងៃអាទិត្យ ពណ៌,១. ថ្ងៃអាទិត្យ ពណ៌
05149,”មានន័យដូចម្តេច,”មានន័យដូចម្តេច,+មានន័យខ្ទុចស្អេច
05150,តិច   និង គណបក្ស ជំទាស់ ត្រូវបាន ការពារ,ិ  នង កលក្រដនា់ គ្របា ារពរ,តិច និង គណបក្ស ជំទាស់ ត្រូវបាន ការពារ
05151,ក័្ខន្ធនិង,ក្ន័ន្ធនិង,គ្ន័ន្ធនំប
05152,២យ៉ាង គឺៈ - ការបូម រយក រ៉ែៈ   គឺជា វិធី ទាញយក,យើង់ំ៍ ល្របេករ  រើ ាយប,យាង គឺៈ - ការបូម រយករ៉ែៈ គឺជា វិធីទាញយ/
05153,ទ្រនល់,ទ្រនល់,ទន់
05154,? រ៉ែ ឧស្សាហកម្ម   និង រ៉ែ សំណង់ មា នៅក្នុង តំបន់ មួយចំនួន,វផ្សាចធ្ម នំបលមន្នុក អេយ់៉ុ,?រវ៉ែឧស្សាហកម្ម និង រ៉ែ សំណាង់:មាៈនៅក្នុង តំបន់:មួយធំនួន
05155,ប្រណិប័ត ប៉ុន នោះ ទេ   គឺ ត្រូវ មាន តែ មាន,ប្រហីប បុនោះទេ គឺ ត្រមា គ់ ាន,(ប្រណីិប័តប៉ុននោះទេ គឺត្រូវមានតែមាន័
05156,បែបយ៉ាង,បែបយ៉ាង,ពបយ៉ាន
05157,ឲ្យសិស្សងាយ,ឲ្យសិស្សងាយ,ឲ្យសិតក្សន្រាយ
05158,ស្ទោះ,ស្ទោះ,សោះ
05159,អ្វី ?   ព្រំដែន រវាង សិទ្ធិ   និង ច្បាប់ នៅ ត្រង់ណា,ី  ្នលេ ធ និ ្លង ន ស់,អ៊ី:?::ត្រំដែន អាង សិទ្ធិ :និង:ច្បាប់:នៅ'គ្រង់ណ
05160,ផ្សេង ៗ ដែល គេ ចង់បាន ដូចជា,ផ្សេង ៗ ដែល គេ ចង់បាន ដូចជា,ផ្សេង ៗ ដែល គេ ចង់បាន ដូចជា
05161,ឈឺ រិត ទ្វេ គឺ ខ្ញុំ ។ II. ឈឺ ទេ   សួរ,ល៏ ព ទវ ខ្ុ  លីទ ស,
05162,ដុំដៃ,ដុំដៃ,អ៊ុំ
05163,រម្លើង,រម្លើង,រម្លើន
05164,យារ,យារ,យារ
05165,យើង៖ ចេះ រៀបចំ ខ្លួន កុំ,យើង៖ ចេះ រៀបចំ ខ្លួន កុំ,(យិបឯ# (ចះ ($បចំ ខ្ន3 កុំ
05166,? សាសនា ព្រាហ្មណ៍ ចែកចេញ ជា៣សម័យ ធំ គឺ,។ មាន ញចប មែរេញ ជាសម័យអំអំ,2? សាសនា ព្រាហ្មណ៍ ថែកចេញ'ជាពាសម័យធំ គឺ
05167,អរហា,អរហា,// រហ
05168,ដល់ ការងារ របស់ ខ្លួន ខិតខំ ស្រាវជ្រាវ ពី អ្វី ថ្មី ៗ ដើម្បី ជា,ៅងា ត ្ត មី ញ្ើប្បី ំបី,ទញ ការងារ របស់ ខ្លួន ខិតឌ៏ ស្រាវជ្រាវ.ពី អី ជ ៗដេម្ប
05169,សគ្គ,សគ្គ,
05170,សិល្ប៏ ទំនើប,សិល្ប៏ ទំនើប,សិល្ល័ ៤នើប
05171,  កំពត   កោះ កុង   កំពង់ធំ   ពោធិ៍សាត់   ព្រះវិហារ ។ ខេត្ត ដែល មាន,ខ ាច ំ់ គំើរ កព អ្ើងេះ,កំពត កោះ កុង កំពង់ធំ ពោធិ៍សាត់ ព្រះវិហារ ។ ខេត្ត ដែល មាន
05172,ហូត,ហូត,ហុត
05173,គ្រជឹប,គ្រជឹប,ស្រឹប
05174,សៅរិ៍។ភពសៅរិ៍មានកងរង្វង់,សេរី។ភពសេរីមានកងរង្អង,(សានំ7ត0(សានំមានកយ9បូយ
05175,មាន ឪពុក,មាន ឪពុក,មាន ឌពុក
05176,គោលរបស់វា។,គោលរបស់វា។,កោលរបស់រា។
05177,តម្កាត់,តម្កាត់,មាត់
05178,ចូល រូម ក្នុង ឆាក នយោបាយ សិទ្ធិ ចូលរួម បោះឆ្នោត ដោយ សេរី   និង ទៀត ទាត់ សិទ្ធិ,ខ្ល្នៈ អ៉ំកុន។អូច ាន៍ំនៀែ ចំ,ចូលរួម គួង ឆាក នយោបាយ សិទ្ធិ ចូលរួម បោះឆ្នោត ដោយ សេរី និង ទៀត ទាត់ សិទ្ធ
05179,នៅនិងបន្ដសិក្សានៅ,នៅនិងបន្តសិក្សានៅ,នៅនិនបន្តសិក្សានៅ
05180,ទៅលក់បង្ខាំងមិនឲ្យចេញ,ទៅលក់បង្ខាំងមិនឲ្យចេញ,ទៅលកបឆវ្នាំនឆមិន ឲ្យចេញ
05181,គាត,គាត,នាក
05182,ក្រាប់,ក្រាប់,កាប់
05183,រយះពេលរស់នៅដំបូងអាចមាន,រយះពេលរស់នៅដំបូងអាចមាន,រយះឈលរស័ណន៌ប៉ូយ//ចមាន
05184,គេរក្សាទុក,គេរក្សាទុក,(59ក្សាខុក
05185,ជាវិស័យ,ជាវិស័យ,ជាទិយ៍យ
05186,សម្រាប់ ស្រង់ ទឹក និសីទនៈ   សម្ពត់ សម្រាប់ ទ្រាប់ អង្គុយ អង្សៈ   សម្ពត់ សម្រាប់ ពាក់ ឆៀង,ចនតំែ នុ ក ខ្ន ខ្មូនវអំ,សម្រាប់ ស្រង់ ទឹកនិសីទនៈ សម្ពត់ សម្រាប់ ទ្រាប់ អង្គយ អង្សៈ សម្ពត់ សម្រាប់ ពាក់ ឆៀង.
05187,រដែត,រដែត,ដែត
05188,បំណង,បំណង,ឋំណយ
05189,ភព សុក្រ ។ តើ ភព,ភព សុក្រ ។ តើ ភព,ភ4) សុក្រ % តើគ40
05190,។តំបន់កូនភ្នំ,។តំបន់កូនភ្នំ,%ុវំបន័ក្កុនភ្នាំ
05191,ដែល គេ គោរព បូជា   គឺ ទី ណាមួយ   ទោះ មាន ដើមឈើ ធំ ជា,៨ៃធេធាពេ ំអុង ឆាមដើល់រ៉ៈ,ដែលគេ គោរព បូជា គឺទី ណាមួយ ទោះមាន ដើមឈើធំ ជា
05192,បង់ប្រាក់ ? ជនជាតិ ម៉ាលេ,បង់ជ្រាក់ ? ជនជាតិ ម៉ាល,បង់ប្រា ក 2: ជ នជាតិ ម៉ា លេ
05193,និសា,និសា,និសា
05194,ដោយ ការស្ម័គ្រ   ឬ បង្ខំ ។ ការបង្ហាញ នូវ ចំនេះ ដឹង   ឬ ការប្រើប្រាស់ នូវ,ជ្ម្ ប្បុក ្នំ ក្សង,ដោយៈការស្ម័គ្រ: ឬ បង្ខំ“។ ការបង្ហាញនូវ. ចំនេះដឹង: ឬ ការប្រើប្រាស់ៈនូរ
05195,លិច បើ គ្មាន លំនឹង គ្រប់គ្រាន់   ម៉្យាងទៀត ក៏ មិន ដែរ ជិះ ពីមុន ដែរ ។,ីែកច នំសកសករ នចើចនំើមំនង។,លិចបើគ្មាន លំនឹង គ្រប់គ្រាន់ ម៉្យាងទៀត ក៏ មិន ដែរ ជិះ ពីមុន ដែរ ។
05196,ព្រះអង្គ ចូល ទីវង្គត នៅ,ព្រះអង្គ ចូល ទីវរង្គត នៅ,"ព្រះ, ប៊ូល ទីវិញ្ថត ន"
05197,កុក)ហេតុអ្វីបានជាគេ,កុការហេតុអ្វីបានជាគេ,"កុក),ហតុន្ធំបនជាក"
05198,វណិព្វក,វណិព្វក,វំណិព្ធក
05199,ក្ង,ក្ង,ង
05200,ឧបដ្ឋាយិកា,ឧបដ្ឋាយិកា,ខុបន្យសិកា
05201,សង្គមនិងសកម្មភាព,សង្គមនិងសកម្មភាព,សពញ្គមនយសកម្មអាស
05202,ស្តុតិ--,ស្តុតិ--,
05203,-   យុវវ័យ ត្រូវ គេ,-   យុវវ័យ ត្រូវ គេ,- យុវវ័យ ត្រូវគេ
05204,មិនចេះ,មិនចេះ,(ចះ
05205,។បច្ចេកទេសនៃ,។បច្ចេកទេសនៃ,។បច្ចេកទេសនៃ
05206,រមណភាព ហានិភ័យ ការងារ,រមណភាព ហានិភយ ការងារ,របណអាស ហានិន័យ កគារហារ
05207,ត្មាត,ត្មាត,ក្មាក
05208,ចន្ទ្រគ្រាស,ចន្រ្ទគ្រាស,ចន្រ្រ(អ៊ាសរ
05209,មាន កម្ពស់ ខ្ពស់,មាន កម្ពស់ ខ្ពស់,មាន កម្ពស់ ខ្ពស់
05210,ត្រូវធ្វើជាគម្រូ,ត្រូវធ្វើជាគម្រូ,គ្រូ#(ទ្វិជាកស្រ្រ
05211,រំហោក,រំហោក,រហាក
05212,ក្នុងនោះអត្រារបស់,ក្នុងនោះអត្រារបស់,ក្នុងនោះអត្រារបស់
05213,នៅក្នុង រចនាបថ បាពួន ?,នៅក្នុង រចនាបថច បាពួន ?,នៅក្នុង *ចនាបច បានន ៥
05214,គួរគោរពគួរជឿ,គួរគោរពគួរជឿ,អូរគោរពគូរនឿ
05215,រជោរ,រជោរ,*នោរ
05216,ជាងគេបំផុត,ជាងគេបំផុត,ជាងគេបំផុត
05217,បដិបត្តិ,បដិបត្តិ,បមិបគ្គិ
05218,៨០៦ ខ្នង បន្ថែម ទៀត,៨០៦ ខ្នង បន្ថែម ទៀត,៨០៦ ខ្ម នម ន្យ
05219,ក្រសួង អប់រំ យុវជន និង,ក្រសួង អប់រំ យុវជន និង,ក្រសួ រំ យុវជន
05220,ភាសាខ្មែរមាន,ភាសាខ្មែរមាន,អាសា ឆ្មរមា&
05221,ខុទ្ទកភាព,ខុទ្ទកភាព,ឧទូូកតា០
05222,មី,មី,ទិ
05223,រួបរឹត,រួបរឹត,រូបត
05224,ច្បាប់ដែលនាំឲ្យមាន,ច្បាប់ដែលនាំឲ្យមាន,ច្បាប់ដែលនាំឲ្យមាន
05225,សូវ សំបូរ បែប ។,សូវ សំបូរ បែប ។,សូវ សំបូរ បៃប ។
05226,ច្រើនដងនៅក្នុង,ច្រើនដងនៅក្នុង,ច្រើនដងនៅក្នុង
05227,ចោលនូវគំនិតបក្សពួកនិយម,ចោលនូវគំនិបក្សពួកនិយម,'ចោលនូវគំនិតបក្សណ្សូ កនិយ&២
05228,ស្រក់,ស្រក់,ស្រក់
05229,វិស្សាសិក,វិស្សាសិក,វិស្សាសិក
05230,អាហារគ្រប់គ្រាន់និង,អាហារគ្រប់គ្រាន់និង,អាហារគ្រប់គ្រាន់និង
05231,ក្រុងព្រះសីហនុមាន,ក្រុងព្រះសីហនុមាន,"ក្រុ(ព្រាះសីហនុថា,&"
05232,វិលោកនៈ,វិលោកនៈ,វិលោកនៈ
05233,ទទួលយកនូវក្តី,ទទួលយកនូវក្តី,#ខទ្ធលយកន្ទះត្គី
05234,ដើម្បី សិក្សា ការពារ,ដើម្បី សិក្សា ការពារ,ដើម្បី សិក្សា ការពារ
05235,សុភាសិត   គឺជា អត្ថបទ មួយ ប្រភេទ ដែល មាន ទំហំ ខ្លី,សកស គ អ កុសខេ េស់រនអំ្,សុភាសិត គឺជា អត្ថបទ មួយ ប្រភេទ ដែលមាន ទ៌ហំខ្លី
05236,មកុដ,មកុដ,យុន
05237,ពី សិទ្ធិ របស់ ខ្លួន   ហើយ បំពេញ ករណី កិច្ច,ីិីទីបលសន្ុន ល បំពេញ ណើ ចូ,ពី សិទ្ធិ របស់ ខ្លួន ហើយ បំពេញ ករណី កិច្ច
05238,ជំនាញថតាមវិស័យ,ជំនាញថតាមវិស័យ,នំនាញ្ញថ ភា វិស័យ
05239,បច្ចេកទេស   ទ្រព្យ សម្ភារ,បច្ចេកទេស   ទ្រ្យ សម្នារ,មច្ចេកទេស  ទ្រព សម្ភារ
05240,។ អក្ស សិល្ប៏,។ អក្ស សិល្បំ,។ អក្ស សិល្ប៍
05241,លឿនជឿន ឬ ជឿនលឿន,លឿនជឿន ឬជឿនលឿន,:លឿននឿន ឬ នឿនលឿន
05242,ក្រមឺម,ក្រមឹម,ក្រងិ*
05243,អោយរ៉ែ,អោយរ៉ែ,សោយព
05244,បារ,បារ,ប
05245,បានសម្រេច,បានសម្រេច,បានស(ស្រច
05246,សុខភាព …,សុខភាព,សុ=ខអាស
05247,ពពីរ,ពពីរ,សសរ
05248,មាន ប្រាសាទ តាកែវ ជា,មាន ប្រាសាទ តាកែវ ជា,ហា (្រាសា# គា#គារិ ជា
05249,អវកដ,អវកដ,ររកន
05250,សួ,សួ,ស
05251,ផ្កាយ,ផ្កាយ,ងាយ
05252,ហីនយានគឺជាយានតូចផ្ទុក,ហីនយានគឺជាយានតូចផ្ចុក,ហីនយានគីម៉ាយានរូមន្ទុក
05253,ជមនុស្សដែលមានប្រយោជន៍។ក.,ជមនុស្សដែលមានប្រយោជន៍។ក,ជមនុស្សដៃលមានប្រយោជន៍។ក.
05254,អាគ្នេយ៍ គឺជា អ្នកបើក នាវា រកស៊ី ឥណ្ឌា រួចទៅ ចិន និង,អ្ស់ ្កំ ា អំល្ាធាធំ ិ,អាគ្នែយ៍ គឺជា:អ្អកបើក នាវា រកស៊ី:ឥណ្ឌា រួចទៅ ចិន និង
05255,យ៉ាង សំខាន់ ខាង នយោបាយ ក្នុង តំបន់ និង លើ ឆាក អន្តរជាតិ ។,ជាជែងចកគោេលអចក្តំនំមែក្តូប៍,យ៉ាង សំខាន់ ខាង នយោបាយ ក្នុង តំបន់ និង លើ ឆាក អន្តរជាតិ ។
05256,ជាអ្វី?និយមន័យរបស់តម្លៃ,ជាអ្វីនិយមន័យរបស់តម្លៃ,ជាអ្វី?និយមន៍័យរបស់តម្លៃ
05257,បាត់ដំបង )   គ   ( គ្រប់ ខេត្ត ) ។ មុន ឆ្នាំ ១៩៧០,លងែ  ្បសគ្ក ុអ្ាំពេៈ,បាត់ជ៏បង ) គ ( គ្រប់ខេត្ត) ។មុន ឆ្នាំ១៩៧០
05258,ខ្លះ ? សេដ្ឋកិច្ច នយោបាយ មាន កម្មវិត្ថុ សិក្សា,ខ្? ? ្ិ្ លោយាមា ្មនិសងិល,ខ្លះ ? សេដ្ឋកិច្ចនយោបាយ មាន កម្មវិត្ថ សិក្សា
05259,ឥតដឹងខ្លួន។គំនិត,ឥតដឹងខ្លួន។គំនិត,ភតដីងខ្លួន ។អំនិភ
05260,( សម័យ នគរ ភ្នំ ចេនឡា និង,( សម័យ នគរ ភ្នំ ចេនឡ និង,(សម័យ នគរ ភ្នំចេនឡា និង
05261,កណ្តាល ទីក្រុង ភ្នំពេញ ។,កណ្តាល ទីក្រុង ភ្នំពេញ ។,អណ្តាល ទីគ្រុ? គ្នំសស ។
05262,ព្រូ,ព្រូ,ពូ
05263,ក្រោយ អាយុ ៦០ ឆ្នាំ,ក្រោយ អាយុ ៦០ ឆ្នាំ,បហ្រោយ រនាយុ ៦០ ឆ្នាំ
05264,វិនាស,វិនាស,ទំនាយ
05265,អាថ៌កំបាំង,អាច៌កំបាំង,អាជ៏កំប៊ាំន
